group,value,label,description,requires_note
features,hide_object,仕込み,"あなたは所持品をなにかの中へと仕込み、目立ちにくく、露見しにくくすることができる。この特技は何度でも取得することができる。
この特技を取得した際、特定の所持品、あるいは装備品をひとつ選択する。あなたのキャラクターシートの背景や所持品に「仕込み：〇〇」と追記し、〇〇の部分にどのような物品を仕込んでいるかを示す。また、必要ならその詳細も書き記すこと。
《仕込み》の効果を受けた物品は、衣服や日用品、義肢や他の武器の中などに仕込むことができる。目立ちにくいよう偽装した品は、その実態が露見しにくくなる。例えば、ただの指輪に見えるよう偽装された魔術触媒は、拘束された際にも没収されにくい。
この特技を装備品に適用する場合、中型白兵武器、大型白兵武器、重装防具には適用できない。",true
features,auto_writing,自動筆記具,"あなたは「自動筆記具」と呼ばれるアーティファクトを所持している。
自動筆記具を起動しておくと、あなたの考えたことを自動で記録してくれる。筆記速度はあなたと同程度。筆記以外に用いることはできず、あなたの周囲3mの範囲でしか動作しない。
なにかしらの魔術的制約が働いており、筆記以外の目的に用いようとすると例外なく動作を停止する。如何なる工夫をしようとも、この自動筆記によって人を傷つけることはできない。
詳細はルールブックの【アイオニア博物記】（P.137）を参照。",false
features,pickpocket,スリの極意,"あなたは僅かな隙をついて、素早く物を盗み取ることができる。
この特技は必須となる2つの条件を満たさなければ発動できない。ひとつ目に、対象に接触できるほどの距離まで接近していること。ふたつ目に、すり盗る物品から相手の意識が逸れていること。この2つを満たしていれば、たとえそれが戦闘中であっても相手から物を盗むことができる。
この特技が十分に効果をもたらすかどうか、GMは自由に判断することができる。上述した通り、敵の意識が行き届いている物に対してこの特技を用いることはできない。そのため敵の構える武器や、大事に抱えている物は盗めない。敵がそれをポケットにしまい込んでいたとしても、重要な品であればなくさないよう警戒しているはずだ。どうしてもそれを手に入れたいのならば、敵の注意を逸らす工夫が必要になるだろう。",false
features,instant,即席,"あなたは柔軟な発想力を持ち、その場にある物を使った工作行為に長ける。
この特技を有する冒険者は、即席でなにかを作成するための技能判定にボーナスを得ることができる。ボーナスの内容はGMの判断で決定する。
例えば木の枝や蔦を使って罠を作ったり、間に合せの武器を作ったりなどであれば、+3点ほどのボーナスを得られる可能性がある。
あるいは、《即席》を持つ冒険者なら、唐突に工作のアイデアを思いつくことがあるかもしれない。GMは感覚判定を要求し、PLになにかしらのアイデアを授けてもよい。",false
features,infinite_bagpack,底なしの鞄,"あなたは「底なしの鞄」と呼ばれるアーティファクトを所持している。
底なしの鞄を持つ冒険者は、物の大きさを無視して所持品をしまうことができる。鞄にはいくらでも物を入れることができ、鞄自体の大きさも変化しない。ただし、しまった物の重量については無視することができない。
また、鞄の中に生き物を隠すこともできない。この鞄の中に首から上を突っ込んだ者は、精神に異常を来し、後遺症がひとつ付与される。
なお、魔術的な制約により、鞄はあなたの所有物以外を中に入れようとすると拒むように口を閉じる。他者に無理やり鞄を被せ、鞄の中の異空間に幽閉したり、精神攻撃の代わりとして用いることはできないものとする。どこまでを所有物と定義するかはGMの判断に任される。
詳細はルールブックの【アイオニア博物記】（P.138）を参照。",false
features,training,調教,"あなたは生物を飼育している。この特技は何度でも取得することができる。
キャラクターシートの背景や所持品に「調教：◯◯」と追記し、◯◯の部分に生物の名前を示す。また、必要ならその詳細も書き記すこと。
冒険者はインスタントを消費することで、この生物に簡単な命令を与え、実行させることができる。攻撃行動を命令する場合は非武装攻撃として扱い、生物を正確に操ることができたかどうか、〈技巧〉で命中判定を行う。命中した場合、1点のダメージを与えることができる。
調教できる生物は最大でも馬程度。騎乗することも可能だが、あなたを乗せて地上以外を移動することはできず、空を飛んだり、泳ぐことは不可能。魔術的な能力も持っていないものとする。言語によるコミュニケーションはできない。この生物が戦闘不能状態、あるいは死亡状態に陥る条件は、GMが決定する権限を持つ。",true
features,instruction,伝授,"あなたは自らの会得している技能について、他人にちょっとしたコツを伝授できる。
この特技はセッション中1回だけ使うことができる。あなたは自らの持っている技能ひとつと、対象となる冒険者を1人指定する。1時間中断することなく集中して指導を行うことができた場合、セッション中、対象となる冒険者が指定した技能を判定に用いる時に+2点のボーナスを得ることができる。
ただし、この特技を〈回避〉〈防御〉に適用することはできないものとする。",false
features,cleverness,天性の小手先,"あなたは習熟していない事柄であっても、ある程度小器用にこなすことができる。
この特技を有する冒険者は、取得していない一般技能の判定に対し、常に＋1点のボーナスを得ることができる。
この特技が適用されるのは一般技能に対してだけであり、専門技能を取得していないことに対してボーナスは発生しない。",false
features,adaptability,踏破,"あなたは過酷な自然環境に対して、高い適応能力を有する。
この特技を有する冒険者は、過酷な自然環境において発生する技能判定にボーナスを得たり、ペナルティを無視することができる。効果の内容はGMの判断で決定する。
例えば山道の長時間歩行などでは、体力の減少に伴って判定にペナルティを受けることがあり得るが、この特技を持っていればペナルティを無視できるかもしれない。あるいは雪山の行軍時、失敗すると凍えによるダメージを受ける判定などでは、+3点ほどのボーナスを得られる可能性がある。",false
features,cipher,独自暗号,"あなたは独自の暗号形式をひとつ考案している。
あなたは独自の暗号形式を教えた他人に対し、秘密裏のやり取りができるようになる。
例えば、何の変哲もない日常会話の中に重要な情報を忍ばせたり、何気ない身振り手振りの中に無数の意味を込めたりすることができる。
暗号形式を教えるには最低でも2時間を要する。また、この暗号を使って情報を伝えた場合、使わずに口頭で情報を伝える場合の5倍の時間を要する。
この暗号を復号しようと試みる者がいた場合、あなたと復号者とで対抗判定を行う。あなたはどのくらい難解な暗号を作れたか、復号者はそれを解読することができたかの技能判定を行う。復号者が対抗判定に勝利した場合、暗号は解読されてしまう。",false
features,spoofing,なりすまし,"あなたは他者になりすますことに長ける。
あなたは最低でも1時間の練習時間を取り、難易度10の技巧判定に成功することで、それまでに見聞きした他者の会話・文書・仕草のいずれかひとつを精密に真似することができるようになる。例えば声帯模写で瓜二つの声を出したり、筆跡を真似した偽造文書を作ったりすることができる。
なにかしらの真似事を習得したら、キャラクターシートの背景や所持品に「なりすまし：〇〇の会話/文書/仕草」と追記し、〇〇の部分に人物名を示す。また、必要ならその詳細も書き記すこと。
これらの偽装がどのような効果を生むか、GMが自由に判断することが出来る。いくら巧妙とは言え真似事であることには変わらない。モデルになった人物と親しい者がその偽装を認識した時、僅かな違和感によって偽装だと発覚する危険性がある。",true
features,beauty,美貌,"あなたは言葉で言い表せないほどの美しさ、あるいは愛嬌を持っており、人に好意を抱かれやすい。
この特技を有する冒険者は、美しい容姿や仕草が有利に働く技能判定にボーナスを得ることができる。ボーナスの内容はGMの判断で決定する。
例えば情報を聞き出したい相手があなたに下心を抱いている場合などは、+3点ほどのボーナスを得られる可能性がある。
また、相手が特別あなたを警戒していないなら、美しい所作などによって、技能判定の必要なく相手に好印象を刷り込むことができておかしくない。",false
features,other_name,二つ名,"あなたは本名とは別に、世間に知れ渡った二つ名を持っている。この特技は何度でも取得することができる。
キャラクターシートの背景や所持品に「二つ名：〇〇」と追記し、〇〇の部分に呼び名を示す。また、必要ならその詳細も書き記すこと。
この二つ名がどのような効果をもたらすかはGMが判断し決定する。例えば、あなたの二つ名を聞いた小心者はその謂れに恐怖し、震え上がるかもしれない。もしくはあなたの二つ名は特定の界隈で通りがよく、商談がスムーズに進むということもあるかもしれない。
しかし、あなたの二つ名を聞いたことのない世間知らずたち、もしくはそういった世俗のことに興味を持たぬ者たちも一定数いる。",true
features,decompose,分解,"あなたは体内に取り込まれた毒性の物質に対して、強い分解能力を持っている。
あなたは毒性の弱い物質であれば体に悪い影響を及ぼす前に分解することができる。また、一般的な度数の酒を飲んで酔っぱらうこともない。
致死性の高い強力な毒、分解しにくい特殊な毒、魔術的効果によって生成された毒物などを無効化することは難しい。しかし、そのような毒に対しても通常の人以上の耐性を持っている可能性がある。
服毒に対する判定が発生した場合は、GMの判断でなにかしらのボーナスを与えてもよい。",false
features,honor,誉れ,"あなたは特定の土地や集団で誉れ高い人物と認識されており、信頼を勝ち得ている。この特技は何度でも取得することができる。
キャラクターシートの背景や所持品に「誉れ：◯◯」と追記し、〇〇の部分に土地や集団の名を示す。また、必要ならその詳細も書き記すこと。
この特技がどのような効果をもたらすかはGMが判断し決定する。例えば、あなたはある国や集落で英雄のように扱われているかもしれない。もしかしたらそれは勲章や爵位などという形で、あなたに授与されたものの可能性もある。いずれにせよ、あなたが歓待されることは間違いなく、その土地での名誉が様々な交流に対して有利に働くことだろう。",true
features,night_vision,夜目,"あなたは夜目が効く。
この特技を有する冒険者は、暗闇によって発生する視覚的な技能判定にボーナスを得たり、ペナルティを無視することができる。効果の内容はGMの判断で決定する。
この特技の効果がどのように表れるかは、GMが自由に判断して決定する。例えば暗闇の中で捜し物をする技能判定には+3点ほどのボーナスを得られる可能性がある。何の灯りもない闇夜の戦闘では命中判定にペナルティがついてもおかしくないが、《夜目》を持つ冒険者はこれを無視できるだろう。
ただし、目前にある暗闇が魔術的な影響によって発生している場合、もしくは夜目で拾える光さえまったくない完全な暗闇であった場合には、この特技が効果を及ぼさない可能性がある。その如何もGMが決定する権限を持つ。",false
